Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
December 31 2017,Sedgwick,KS,Passenger,0,1,1,108,109,0.92
June 30 2022,Santa Cruz,CA,Passenger,1,0,1,27,28,3.57
June 30 2021,Leavenworth,KS,Passenger,0,1,1,113,114,0.88
March 31 2021,Henrico,VA,Passenger,0,1,1,17,18,5.56
October 31 2023,El Paso,CO,Passenger,4,2,6,440,446,1.35
July 31 2021,Anne Arundel,MD,Passenger,4,1,5,388,393,1.27
July 31 2020,Jefferson,NY,Passenger,0,1,1,207,208,0.48
October 31 2021,Vigo,IN,Passenger,1,0,1,5,6,16.67
September 30 2020,Harris,TX,Passenger,1,0,1,239,240,0.42
June 30 2019,Guadalupe,TX,Passenger,1,0,1,76,77,1.30
September 30 2019,Osceola,FL,Passenger,1,0,1,42,43,2.33
December 31 2022,Bartow,GA,Passenger,0,1,1,4,5,20.00
December 31 2020,Franklin,WA,Passenger,85,83,168,61356,61524,0.27
February 28 2023,Spokane,WA,Passenger,2040,983,3023,323841,326864,0.92
December 31 2022,Skamania,WA,Passenger,89,52,141,8109,8250,1.71
April 30 2017,Orange,FL,Passenger,1,1,2,148,150,1.33
May 31 2022,Harford,MD,Passenger,1,1,2,51,53,3.77
December 31 2021,Santa Cruz,CA,Passenger,1,0,1,27,28,3.57
December 31 2020,Lake,FL,Passenger,1,0,1,22,23,4.35
May 31 2018,San Francisco,CA,Passenger,0,1,1,131,132,0.76
June 30 2017,Pend Oreille,WA,Passenger,3,4,7,9316,9323,0.08
September 30 2022,Pierce,WA,Truck,46,0,46,140378,140424,0.03
March 31 2023,Kern,CA,Passenger,1,1,2,193,195,1.03
April 30 2020,Columbia,WA,Passenger,3,3,6,2408,2414,0.25
February 28 2019,Pierce,WA,Passenger,1611,1428,3039,538812,541851,0.56
June 30 2017,Wahkiakum,WA,Passenger,0,2,2,2832,2834,0.07
April 30 2020,Denton,TX,Passenger,1,0,1,93,94,1.06
December 31 2022,Spokane,WA,Passenger,1939,932,2871,324240,327111,0.88
June 30 2017,Norfolk,VA,Passenger,1,1,2,318,320,0.62
June 30 2023,Lee,AL,Passenger,1,0,1,15,16,6.25
August 31 2021,Maui,HI,Passenger,1,0,1,27,28,3.57
May 31 2017,Thurston,WA,Passenger,390,334,724,186032,186756,0.39
August 31 2017,Grays Harbor,WA,Passenger,37,37,74,44960,45034,0.16
April 30 2019,Grant,WA,Truck,0,0,0,26426,26426,0.00
May 31 2019,Allegheny,PA,Passenger,1,0,1,89,90,1.11
April 30 2017,Clark,NV,Passenger,1,3,4,861,865,0.46
November 30 2019,Orange,CA,Passenger,7,2,9,530,539,1.67
May 31 2021,Yakima,WA,Truck,0,0,0,61674,61674,0.00
January 31 2020,Prince William,VA,Passenger,2,3,5,237,242,2.07
July 31 2019,Polk,FL,Passenger,1,0,1,68,69,1.45
December 31 2020,Penobscot,ME,Passenger,0,1,1,10,11,9.09
June 30 2023,Larimer,CO,Passenger,1,0,1,31,32,3.12
August 31 2020,Rogers,OK,Passenger,1,0,1,5,6,16.67
October 31 2018,Klamath,OR,Passenger,1,0,1,35,36,2.78
December 31 2018,Pacific,WA,Truck,0,0,0,7610,7610,0.00
December 31 2017,Walla Walla,WA,Truck,0,0,0,13293,13293,0.00
April 30 2019,Goochland,VA,Passenger,1,1,2,254,256,0.78
June 30 2022,San Joaquin,CA,Passenger,1,1,2,93,95,2.11
May 31 2017,Mason,WA,Truck,0,0,0,19259,19259,0.00
August 31 2018,Adams,WA,Truck,0,0,0,5174,5174,0.00
June 30 2017,Jefferson,WA,Passenger,104,61,165,23848,24013,0.69
January 31 2020,Lake,IL,Passenger,1,0,1,170,171,0.58
September 30 2019,Guadalupe,TX,Passenger,1,0,1,73,74,1.35
October 31 2022,Washington,MD,Passenger,2,0,2,14,16,12.50
December 31 2020,Kauai,HI,Passenger,1,0,1,17,18,5.56
October 31 2022,Carroll,MD,Passenger,0,1,1,20,21,4.76
March 31 2020,Dallas,IA,Passenger,0,1,1,10,11,9.09
September 30 2023,Portsmouth,VA,Passenger,0,1,1,64,65,1.54
October 31 2021,Adams,WA,Truck,0,0,0,5408,5408,0.00
June 30 2023,Pacific,WA,Passenger,77,91,168,15616,15784,1.06
November 30 2017,Whatcom,WA,Truck,1,0,1,41925,41926,0.00
November 30 2023,Maricopa,AZ,Passenger,6,2,8,549,557,1.44
August 31 2018,Garfield,WA,Truck,0,0,0,955,955,0.00
April 30 2020,Lake,FL,Passenger,1,0,1,21,22,4.55
November 30 2022,Saratoga,NY,Passenger,1,0,1,41,42,2.38
June 30 2022,Douglas,WA,Passenger,131,58,189,28485,28674,0.66
August 31 2020,Lincoln,WA,Truck,0,0,0,4649,4649,0.00
December 31 2020,Kern,CA,Passenger,0,1,1,218,219,0.46
January 31 2018,Whitman,WA,Truck,0,0,0,8474,8474,0.00
June 30 2023,Pierce,WA,Truck,164,0,164,137147,137311,0.12
November 30 2019,Kern,CA,Passenger,0,1,1,222,223,0.45
September 30 2021,Lincoln,WA,Passenger,7,16,23,7679,7702,0.30
March 31 2020,Placer,CA,Passenger,2,0,2,99,101,1.98
August 31 2023,Hamilton,OH,Passenger,1,0,1,29,30,3.33
October 31 2021,Skagit,WA,Truck,1,0,1,32825,32826,0.00
October 31 2022,Bexar,TX,Passenger,4,3,7,426,433,1.62
December 31 2022,Whitman,WA,Passenger,110,67,177,21930,22107,0.80
July 31 2023,King,WA,Truck,783,2,785,174661,175446,0.45
November 30 2022,Stafford,VA,Passenger,3,1,4,87,91,4.40
November 30 2020,Denton,TX,Passenger,1,0,1,87,88,1.14
September 30 2021,Okanogan,WA,Passenger,67,44,111,26533,26644,0.42
October 31 2022,Jefferson,WA,Truck,5,0,5,9391,9396,0.05
July 31 2020,Montgomery,OH,Passenger,0,1,1,49,50,2.00
February 28 2023,Lee,FL,Passenger,1,0,1,31,32,3.12
November 30 2021,Oldham,KY,Passenger,0,1,1,4,5,20.00
March 31 2022,Powhatan,VA,Passenger,1,0,1,1,2,50.00
April 30 2019,Clark,NV,Passenger,4,2,6,698,704,0.85
February 28 2022,Lewis,WA,Truck,0,0,0,26602,26602,0.00
September 30 2017,Lincoln,WA,Passenger,2,6,8,7563,7571,0.11
March 31 2020,Travis,TX,Passenger,3,1,4,191,195,2.05
April 30 2023,Palm Beach,FL,Passenger,1,1,2,44,46,4.35
March 31 2022,Rockingham,NH,Passenger,1,0,1,19,20,5.00
December 31 2023,Essex,NJ,Passenger,2,0,2,6,8,25.00
August 31 2022,Cumberland,PA,Passenger,1,0,1,45,46,2.17
December 31 2023,Monterey,CA,Truck,1,0,1,25,26,3.85
November 30 2022,Middlesex,MA,Passenger,2,1,3,69,72,4.17
August 31 2023,Walla Walla,WA,Passenger,234,117,351,35313,35664,0.98
October 31 2022,Walla Walla,WA,Passenger,190,106,296,35702,35998,0.82
January 31 2019,Santa Rosa,FL,Passenger,1,0,1,91,92,1.09
April 30 2023,Essex,NJ,Passenger,2,0,2,7,9,22.22
July 31 2022,Escambia,FL,Passenger,0,1,1,136,137,0.73
March 31 2019,San Diego,CA,Passenger,11,3,14,2660,2674,0.52
September 30 2022,Benton,WA,Passenger,833,481,1314,135516,136830,0.96
January 31 2018,Ada,ID,Passenger,0,1,1,357,358,0.28
October 31 2020,Whatcom,WA,Passenger,1169,531,1700,149633,151333,1.12
February 28 2022,,,Passenger,4,2,6,307,313,1.92
March 31 2021,Skamania,WA,Passenger,38,25,63,8301,8364,0.75
October 31 2021,Placer,CA,Passenger,2,0,2,74,76,2.63
January 31 2018,Franklin,OH,Passenger,0,1,1,109,110,0.91
February 28 2022,Grant,WA,Passenger,142,99,241,66774,67015,0.36
July 31 2021,Snohomish,WA,Passenger,6120,2098,8218,539620,547838,1.50
February 28 2017,Contra Costa,CA,Passenger,1,0,1,646,647,0.15
October 31 2017,Adams,WA,Passenger,3,3,6,12280,12286,0.05
March 31 2020,Skagit,WA,Passenger,391,216,607,92154,92761,0.65
April 30 2019,Clark,WA,Truck,0,0,0,80098,80098,0.00
July 31 2021,Honolulu,HI,Passenger,5,2,7,417,424,1.65
June 30 2018,Spokane,WA,Truck,1,0,1,92622,92623,0.00
February 28 2019,Clackamas,OR,Passenger,1,1,2,209,211,0.95
May 31 2020,Hudson,NJ,Passenger,1,0,1,40,41,2.44
October 31 2020,Ferry,WA,Passenger,8,3,11,4351,4362,0.25
January 31 2019,Richland,SC,Passenger,0,1,1,165,166,0.60
February 28 2022,Alexandria,VA,Passenger,3,0,3,110,113,2.65
September 30 2020,Kent,MI,Passenger,0,1,1,25,26,3.85
January 31 2017,Collier,FL,Passenger,1,1,2,22,24,8.33
July 31 2019,Thurston,WA,Truck,0,0,0,55260,55260,0.00
November 30 2018,Adams,WA,Truck,0,0,0,5159,5159,0.00
December 31 2020,Contra Costa,CA,Passenger,3,3,6,278,284,2.11
May 31 2017,Asotin,WA,Passenger,6,3,9,12372,12381,0.07
August 31 2020,Jefferson,NY,Passenger,0,1,1,207,208,0.48
December 31 2017,Nassau,NY,Passenger,1,1,2,40,42,4.76
December 31 2018,Brevard,FL,Passenger,0,1,1,98,99,1.01
November 30 2018,Juneau,AK,Passenger,0,1,1,43,44,2.27
October 31 2020,Ada,ID,Passenger,0,1,1,266,267,0.37
May 31 2022,Collin,TX,Passenger,3,0,3,90,93,3.23
June 30 2022,Maui,HI,Passenger,1,0,1,25,26,3.85
May 31 2021,Larimer,CO,Passenger,1,0,1,50,51,1.96
June 30 2022,Franklin,WA,Passenger,186,109,295,61957,62252,0.47
July 31 2022,St. Clair,IL,Passenger,2,0,2,114,116,1.72
June 30 2018,Skagit,WA,Passenger,206,166,372,90485,90857,0.41
June 30 2022,San Diego,CA,Passenger,17,9,26,2388,2414,1.08
November 30 2021,Whatcom,WA,Truck,4,0,4,43679,43683,0.01
September 30 2018,Walla Walla,WA,Passenger,36,50,86,35924,36010,0.24
February 28 2018,San Juan,WA,Passenger,140,48,188,13920,14108,1.33
March 31 2019,Los Angeles,CA,Passenger,6,5,11,1108,1119,0.98
November 30 2021,Grant,WA,Truck,0,0,0,28034,28034,0.00
April 30 2021,Skamania,WA,Truck,0,0,0,4020,4020,0.00
February 28 2019,Pinal,AZ,Passenger,2,0,2,206,208,0.96
February 28 2019,Douglas,WA,Truck,0,0,0,12164,12164,0.00
September 30 2022,Berkeley,SC,Passenger,0,1,1,116,117,0.85
March 31 2017,New Haven,CT,Passenger,0,1,1,60,61,1.64
February 28 2021,Twin Falls,ID,Passenger,0,1,1,24,25,4.00
July 31 2020,Greene,MO,Passenger,0,1,1,37,38,2.63
June 30 2019,Kalamazoo,MI,Passenger,1,0,1,14,15,6.67
April 30 2023,Hudson,NJ,Passenger,1,0,1,21,22,4.55
January 31 2018,Franklin,MA,Passenger,0,1,1,3,4,25.00
July 31 2022,Asotin,WA,Passenger,24,19,43,12627,12670,0.34
February 28 2018,Prince George's,MD,Passenger,0,1,1,182,183,0.55
July 31 2020,Garfield,WA,Truck,0,0,0,986,986,0.00
April 30 2019,Cumberland,NC,Passenger,0,2,2,520,522,0.38
December 31 2023,Thurston,WA,Truck,89,0,89,51697,51786,0.17
August 31 2018,Whitman,WA,Passenger,20,30,50,22674,22724,0.22
June 30 2019,Cumberland,NC,Passenger,0,2,2,517,519,0.39
February 28 2023,Santa Clara,CA,Passenger,9,4,13,197,210,6.19
September 30 2021,Nassau,NY,Passenger,3,0,3,31,34,8.82
October 31 2018,Dale,AL,Passenger,0,1,1,57,58,1.72
February 29 2020,San Joaquin,CA,Passenger,1,0,1,138,139,0.72
September 30 2023,Muscogee,GA,Passenger,0,1,1,94,95,1.05
April 30 2017,St. Lucie,FL,Passenger,1,0,1,32,33,3.03
February 28 2019,Okanogan,WA,Truck,0,0,0,16470,16470,0.00
July 31 2017,Monterey,CA,Passenger,0,2,2,199,201,1.00
April 30 2023,Riverside,CA,Passenger,6,1,7,379,386,1.81
May 31 2019,Richland,SC,Passenger,0,1,1,161,162,0.62
February 29 2020,Spartanburg,SC,Passenger,0,1,1,47,48,2.08
June 30 2021,Suffolk,MA,Passenger,0,2,2,32,34,5.88
July 31 2020,Snohomish,WA,Truck,0,0,0,124326,124326,0.00
February 28 2022,Klamath,OR,Passenger,1,0,1,30,31,3.23
February 28 2019,Fresno,CA,Passenger,1,0,1,194,195,0.51
June 30 2023,Bell,TX,Passenger,1,0,1,254,255,0.39
August 31 2018,Ferry,WA,Passenger,2,2,4,4419,4423,0.09
June 30 2021,Walla Walla,WA,Passenger,113,74,187,36608,36795,0.51
February 28 2017,Orleans,LA,Passenger,0,1,1,52,53,1.89
September 30 2018,Gwinnett,GA,Passenger,0,1,1,86,87,1.15
February 28 2017,Dakota,MN,Passenger,0,1,1,43,44,2.27
August 31 2023,Parker,TX,Passenger,0,1,1,11,12,8.33
October 31 2021,RÃ­o Grande,PR,Passenger,1,0,1,0,1,100.00
February 28 2017,Skamania,WA,Truck,0,0,0,3889,3889,0.00
August 31 2022,Honolulu,HI,Passenger,4,3,7,348,355,1.97
December 31 2023,Brevard,FL,Passenger,1,0,1,43,44,2.27
May 31 2020,Bucks,PA,Passenger,1,0,1,22,23,4.35
September 30 2021,Penobscot,ME,Passenger,0,1,1,9,10,10.00
December 31 2019,Juneau,AK,Passenger,0,2,2,29,31,6.45
December 31 2017,Eagle,CO,Passenger,1,0,1,6,7,14.29
July 31 2021,San Juan,WA,Truck,0,0,0,5951,5951,0.00
February 28 2017,Franklin,WA,Truck,0,0,0,17904,17904,0.00
May 31 2020,Pierce,WA,Truck,0,0,0,141286,141286,0.00
December 31 2022,St. Clair,IL,Passenger,2,0,2,108,110,1.82
February 28 2018,Los Angeles,CA,Passenger,5,3,8,1208,1216,0.66
November 30 2022,Stevens,WA,Truck,2,0,2,18847,18849,0.01
March 31 2017,Wahkiakum,WA,Passenger,0,2,2,2849,2851,0.07
August 31 2022,Leavenworth,KS,Passenger,0,1,1,94,95,1.05
August 31 2021,Boulder,CO,Passenger,1,1,2,45,47,4.26
February 28 2022,Island,WA,Truck,1,0,1,21457,21458,0.00
April 30 2017,Franklin,WA,Passenger,27,47,74,55342,55416,0.13
September 30 2019,Thurston,WA,Passenger,954,671,1625,198514,200139,0.81
August 31 2023,Walla Walla,WA,Truck,7,0,7,13602,13609,0.05
February 29 2020,Okanogan,WA,Passenger,34,31,65,26117,26182,0.25
January 31 2020,Norfolk,VA,Passenger,2,2,4,354,358,1.12
November 30 2021,Bernalillo,NM,Passenger,1,0,1,112,113,0.88
December 31 2021,Pinellas,FL,Passenger,0,1,1,92,93,1.08
December 31 2019,Saginaw,MI,Passenger,1,0,1,12,13,7.69
January 31 2020,Henrico,VA,Passenger,0,1,1,19,20,5.00
August 31 2020,Frederick,MD,Passenger,1,1,2,71,73,2.74
August 31 2022,Clinton,PA,Passenger,1,0,1,1,2,50.00
April 30 2017,King,WA,Passenger,9555,3881,13436,1378384,1391820,0.97
September 30 2023,Miami-Dade,FL,Passenger,1,0,1,51,52,1.92
August 31 2022,Garfield,WA,Truck,0,0,0,974,974,0.00
August 31 2022,Escambia,FL,Passenger,0,1,1,139,140,0.71
April 30 2019,Snohomish,WA,Truck,1,0,1,122004,122005,0.00
October 31 2022,Essex,MA,Passenger,1,0,1,16,17,5.88
October 31 2020,Placer,CA,Passenger,2,0,2,90,92,2.17
October 31 2019,Wayne,MI,Passenger,0,1,1,64,65,1.54
February 28 2023,Clark,WA,Passenger,5181,2107,7288,314168,321456,2.27
June 30 2018,Yakima,WA,Truck,0,0,0,58485,58485,0.00
March 31 2023,Hillsborough,FL,Passenger,1,2,3,104,107,2.80
August 31 2023,Ferry,WA,Passenger,20,4,24,4286,4310,0.56
September 30 2019,Chesapeake,VA,Passenger,0,1,1,441,442,0.23
September 30 2018,San Juan,WA,Passenger,161,68,229,14177,14406,1.59
October 31 2019,Ferry,WA,Passenger,5,2,7,4426,4433,0.16
July 31 2022,Pennington,SD,Passenger,2,0,2,26,28,7.14
May 31 2017,St. Lucie,FL,Passenger,1,0,1,32,33,3.03
July 31 2022,Ray,MO,Passenger,0,1,1,1,2,50.00
December 31 2023,Orange,NC,Passenger,0,1,1,4,5,20.00
April 30 2021,Walla Walla,WA,Passenger,108,71,179,36521,36700,0.49
January 31 2020,Ramsey,MN,Passenger,1,0,1,41,42,2.38
November 30 2023,Ferry,WA,Truck,0,0,0,3463,3463,0.00
March 31 2017,Island,WA,Passenger,105,130,235,59595,59830,0.39
September 30 2021,El Paso,TX,Passenger,3,0,3,374,377,0.80
September 30 2018,Sumter,FL,Passenger,0,1,1,10,11,9.09
September 30 2022,Kittitas,WA,Truck,4,0,4,14600,14604,0.03
September 30 2019,Skamania,WA,Passenger,26,18,44,8781,8825,0.50
October 31 2022,King,WA,Truck,300,2,302,179155,179457,0.17
April 30 2021,Wahkiakum,WA,Truck,0,0,0,1805,1805,0.00
February 28 2018,Adams,WA,Truck,0,0,0,5138,5138,0.00
September 30 2021,Mason,WA,Truck,0,0,0,21278,21278,0.00
August 31 2021,Wahkiakum,WA,Passenger,16,8,24,3078,3102,0.77
July 31 2021,Queens,NY,Passenger,2,0,2,52,54,3.70
April 30 2022,Shelby,OH,Passenger,0,1,1,2,3,33.33
December 31 2019,Walla Walla,WA,Passenger,63,60,123,36302,36425,0.34
August 31 2017,San Juan,WA,Truck,0,0,0,5547,5547,0.00
December 31 2017,Deschutes,OR,Passenger,1,0,1,182,183,0.55
April 30 2019,Portsmouth,VA,Passenger,0,1,1,75,76,1.32
August 31 2018,Flathead,MT,Passenger,1,0,1,56,57,1.75
June 30 2022,Chesapeake,VA,Passenger,2,2,4,347,351,1.14
October 31 2017,Missoula,MT,Passenger,1,0,1,70,71,1.41
January 31 2020,Jefferson,CO,Passenger,0,2,2,60,62,3.23
July 31 2023,Camden,NJ,Passenger,0,1,1,10,11,9.09
February 28 2023,Boulder,CO,Passenger,2,0,2,39,41,4.88
May 31 2021,Jones,GA,Passenger,1,0,1,1,2,50.00
December 31 2019,Jones,GA,Passenger,1,0,1,1,2,50.00
January 31 2023,Walla Walla,WA,Truck,3,0,3,13876,13879,0.02
May 31 2020,Cascade,MT,Passenger,0,1,1,58,59,1.69
June 30 2021,DeKalb,GA,Passenger,1,0,1,62,63,1.59
June 30 2017,Maui,HI,Passenger,1,0,1,69,70,1.43
October 31 2021,Leavenworth,KS,Passenger,0,1,1,108,109,0.92
March 31 2023,Vernon,LA,Passenger,1,0,1,75,76,1.32
March 31 2022,Ulster,NY,Passenger,1,0,1,13,14,7.14
November 30 2022,Elmore,ID,Passenger,1,0,1,14,15,6.67
August 31 2023,Collier,FL,Passenger,1,0,1,11,12,8.33
June 30 2018,Lee,AL,Passenger,1,0,1,35,36,2.78
December 31 2018,Snohomish,WA,Passenger,2914,1436,4350,527166,531516,0.82
January 31 2019,Whitman,WA,Passenger,24,40,64,22840,22904,0.28
January 31 2019,Pend Oreille,WA,Truck,0,0,0,5743,5743,0.00
February 28 2017,Klickitat,WA,Truck,0,0,0,7930,7930,0.00
May 31 2018,El Paso,TX,Passenger,1,0,1,525,526,0.19
September 30 2021,Virginia Beach,VA,Passenger,2,0,2,596,598,0.33
January 31 2017,Chelan,WA,Truck,0,0,0,21260,21260,0.00
February 28 2021,Hamilton,IN,Passenger,2,0,2,37,39,5.13
May 31 2018,Pima,AZ,Passenger,1,1,2,427,429,0.47
August 31 2018,Jefferson,NY,Passenger,0,1,1,228,229,0.44
March 31 2022,Adams,CO,Passenger,1,0,1,39,40,2.50
May 31 2021,Tulsa,OK,Passenger,1,0,1,42,43,2.33
December 31 2023,Tooele,UT,Passenger,1,0,1,8,9,11.11
November 30 2023,Hawaii,HI,Passenger,1,0,1,26,27,3.70
July 31 2021,Maricopa,AZ,Passenger,6,5,11,1225,1236,0.89
July 31 2020,Harnett,NC,Passenger,1,0,1,200,201,0.50
November 30 2019,San Francisco,CA,Passenger,2,1,3,105,108,2.78
May 31 2020,San Juan,WA,Passenger,298,91,389,14057,14446,2.69
November 30 2020,Fairbanks North Star,AK,Passenger,0,1,1,94,95,1.05
December 31 2020,Wichita,TX,Passenger,1,0,1,43,44,2.27
July 31 2023,Hamilton,OH,Passenger,1,0,1,31,32,3.12
November 30 2019,Sumter,FL,Passenger,0,1,1,9,10,10.00
May 31 2023,Harris,TX,Passenger,1,1,2,131,133,1.50
October 31 2018,Lincoln,WA,Passenger,2,6,8,7740,7748,0.10
February 28 2017,Lincoln,WA,Truck,0,0,0,4463,4463,0.00
January 31 2017,Jefferson,WA,Truck,0,0,0,9469,9469,0.00
June 30 2021,Pend Oreille,WA,Truck,0,0,0,5745,5745,0.00
September 30 2023,Thurston,WA,Passenger,3454,1299,4753,188707,193460,2.46
March 31 2022,York,VA,Passenger,1,0,1,93,94,1.06
January 31 2021,Maui,HI,Passenger,2,0,2,28,30,6.67
April 30 2022,Asotin,WA,Truck,0,0,0,6745,6745,0.00
October 31 2022,Multnomah,OR,Passenger,1,3,4,507,511,0.78
August 31 2021,Grays Harbor,WA,Truck,0,0,0,21392,21392,0.00
June 30 2021,Wahkiakum,WA,Passenger,15,8,23,3108,3131,0.73
July 31 2018,Monterey,CA,Passenger,0,1,1,184,185,0.54
February 28 2018,Snohomish,WA,Truck,1,0,1,121335,121336,0.00
July 31 2020,Los Angeles,CA,Passenger,6,12,18,1015,1033,1.74
August 31 2022,San Bernardino,CA,Passenger,1,1,2,316,318,0.63
January 31 2022,Vigo,IN,Passenger,1,0,1,5,6,16.67
June 30 2020,Denver,CO,Passenger,1,0,1,114,115,0.87
February 28 2019,Douglas,NE,Passenger,0,1,1,66,67,1.49
August 31 2023,Mobile,AL,Passenger,1,0,1,25,26,3.85
September 30 2023,Washtenaw,MI,Passenger,0,2,2,19,21,9.52
November 30 2021,Essex,NJ,Passenger,2,0,2,13,15,13.33
May 31 2023,Northampton,PA,Passenger,1,0,1,29,30,3.33
April 30 2022,Rogers,OK,Passenger,1,0,1,3,4,25.00
August 31 2022,Spokane,WA,Truck,10,0,10,101927,101937,0.01
September 30 2017,Pend Oreille,WA,Truck,0,0,0,5552,5552,0.00
July 31 2023,Stevens,WA,Passenger,117,69,186,29593,29779,0.62
October 31 2019,Harnett,NC,Passenger,1,1,2,217,219,0.91
January 31 2022,DeKalb,GA,Passenger,1,0,1,61,62,1.61
August 31 2022,Parker,TX,Passenger,0,1,1,19,20,5.00
July 31 2021,Champaign,IL,Passenger,1,0,1,12,13,7.69
April 30 2023,Eau Claire,WI,Passenger,1,0,1,1,2,50.00
December 31 2017,St. Lucie,FL,Passenger,1,0,1,26,27,3.70
October 31 2023,Carroll,MD,Passenger,0,1,1,19,20,5.00
July 31 2022,Skagit,WA,Passenger,812,345,1157,89795,90952,1.27
April 30 2018,Clay,FL,Passenger,0,1,1,98,99,1.01
October 31 2020,Carson City,NV,Passenger,1,0,1,11,12,8.33
July 31 2023,El Paso,CO,Passenger,3,2,5,479,484,1.03
August 31 2018,Columbia,WA,Truck,0,0,0,1535,1535,0.00
July 31 2019,Clark,NV,Passenger,5,2,7,699,706,0.99
May 31 2022,Broward,FL,Passenger,2,0,2,89,91,2.20
April 30 2023,Leavenworth,KS,Passenger,0,1,1,89,90,1.11
January 31 2021,Orange,FL,Passenger,1,0,1,115,116,0.86
December 31 2021,Alexandria,VA,Passenger,2,0,2,115,117,1.71
December 31 2021,Northampton,PA,Passenger,1,0,1,55,56,1.79
December 31 2018,King,WA,Passenger,16277,6530,22807,1377948,1400755,1.63
August 31 2021,Escambia,FL,Passenger,0,1,1,144,145,0.69
April 30 2022,Asotin,WA,Passenger,24,19,43,12697,12740,0.34
September 30 2020,Kitsap,WA,Truck,0,0,0,54169,54169,0.00
September 30 2020,Clark,WA,Truck,0,0,0,82846,82846,0.00
November 30 2017,Okaloosa,FL,Passenger,1,0,1,189,190,0.53
September 30 2018,Charleston,SC,Passenger,1,0,1,133,134,0.75
March 31 2021,Benton,WA,Truck,0,0,0,43535,43535,0.00
September 30 2020,Los Angeles,CA,Passenger,8,12,20,1009,1029,1.94
April 30 2017,Dane,WI,Passenger,1,0,1,139,140,0.71
June 30 2022,Portsmouth,VA,Passenger,0,1,1,83,84,1.19
April 30 2019,Twin Falls,ID,Passenger,0,1,1,23,24,4.17
May 31 2018,Norfolk,MA,Passenger,1,0,1,38,39,2.56
March 31 2022,Autauga,AL,Passenger,1,0,1,13,14,7.14
October 31 2018,Beaufort,SC,Passenger,1,0,1,37,38,2.63
April 30 2022,Hamilton,OH,Passenger,1,0,1,34,35,2.86
March 31 2022,Chelan,WA,Truck,0,0,0,23044,23044,0.00
June 30 2017,Chelan,WA,Truck,0,0,0,21302,21302,0.00
April 30 2019,Clackamas,OR,Passenger,1,1,2,204,206,0.97
April 30 2019,Garfield,WA,Passenger,1,1,2,1297,1299,0.15
October 31 2022,Snohomish,WA,Truck,76,0,76,122857,122933,0.06
April 30 2023,Cumberland,NC,Passenger,1,4,5,320,325,1.54
February 28 2019,Williamson,TX,Passenger,0,1,1,156,157,0.64
July 31 2021,DuPage,IL,Passenger,1,1,2,55,57,3.51
September 30 2021,Charleston,SC,Passenger,2,1,3,91,94,3.19
February 29 2020,Wilson,TX,Passenger,0,1,1,8,9,11.11
May 31 2022,Carroll,MD,Passenger,0,1,1,18,19,5.26
June 30 2021,Sevier,AR,Passenger,0,1,1,0,1,100.00
August 31 2021,Clinton,PA,Passenger,1,0,1,0,1,100.00
January 31 2022,Multnomah,OR,Passenger,1,4,5,618,623,0.80
October 31 2018,Spokane,WA,Truck,1,0,1,93419,93420,0.00
May 31 2020,Wahkiakum,WA,Truck,0,0,0,1759,1759,0.00
July 31 2019,Volusia,FL,Passenger,0,1,1,41,42,2.38
October 31 2023,Orange,FL,Passenger,1,0,1,46,47,2.13
September 30 2017,Pima,AZ,Passenger,1,1,2,431,433,0.46
January 31 2020,Montgomery,PA,Passenger,2,0,2,34,36,5.56
August 31 2022,Ventura,CA,Passenger,3,2,5,239,244,2.05
January 31 2019,San Juan,WA,Passenger,190,68,258,14249,14507,1.78
June 30 2021,Multnomah,OR,Passenger,2,5,7,666,673,1.04
March 31 2023,Dorchester,SC,Passenger,1,0,1,46,47,2.13
July 31 2019,Hennepin,MN,Passenger,2,1,3,102,105,2.86
October 31 2018,Ada,ID,Passenger,0,2,2,325,327,0.61
December 31 2017,Saratoga,NY,Passenger,1,1,2,69,71,2.82
