Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
September 30 2020,Kern,CA,Passenger,0,1,1,225,226,0.44
May 31 2020,Henrico,VA,Passenger,0,1,1,18,19,5.26
November 30 2018,Walla Walla,WA,Passenger,38,52,90,36091,36181,0.25
June 30 2018,Collier,FL,Passenger,1,0,1,21,22,4.55
April 30 2018,Lumpkin,GA,Passenger,1,0,1,7,8,12.50
July 31 2023,Benton,WA,Passenger,1173,577,1750,135160,136910,1.28
November 30 2017,Bexar,TX,Passenger,1,1,2,830,832,0.24
May 31 2021,Clark,NV,Passenger,5,2,7,639,646,1.08
November 30 2019,Los Angeles,CA,Passenger,7,10,17,1089,1106,1.54
August 31 2021,Kitsap,WA,Passenger,1951,886,2837,180561,183398,1.55
December 31 2023,Alameda,CA,Passenger,4,0,4,128,132,3.03
March 31 2019,Caddo,LA,Passenger,0,1,1,24,25,4.00
March 31 2021,Monterey,CA,Passenger,0,1,1,151,152,0.66
April 30 2020,Jefferson,WA,Truck,0,0,0,9531,9531,0.00
May 31 2020,Jones,GA,Passenger,1,0,1,1,2,50.00
June 30 2020,Thurston,WA,Passenger,1143,735,1878,196807,198685,0.95
March 31 2023,Asotin,WA,Passenger,32,21,53,12424,12477,0.42
July 31 2023,Jefferson,NY,Passenger,2,1,3,174,177,1.69
May 31 2023,Ray,MO,Passenger,0,1,1,0,1,100.00
July 31 2017,Pacific,WA,Passenger,10,9,19,15192,15211,0.12
September 30 2017,Moore,NC,Passenger,0,1,1,201,202,0.50
February 28 2023,Elmore,ID,Passenger,1,0,1,13,14,7.14
February 28 2021,Klamath,OR,Passenger,1,0,1,32,33,3.03
October 31 2018,Montgomery,PA,Passenger,2,0,2,35,37,5.41
December 31 2023,Kitsap,WA,Truck,105,0,105,50353,50458,0.21
January 31 2021,Skagit,WA,Truck,1,0,1,32857,32858,0.00
April 30 2023,Lewis,WA,Truck,6,0,6,26100,26106,0.02
January 31 2018,Lincoln,WA,Passenger,2,5,7,7587,7594,0.09
July 31 2018,Wahkiakum,WA,Passenger,1,1,2,2938,2940,0.07
September 30 2018,Honolulu,HI,Passenger,1,2,3,534,537,0.56
August 31 2021,Chesapeake,VA,Passenger,0,3,3,393,396,0.76
November 30 2018,San Francisco,CA,Passenger,2,1,3,120,123,2.44
February 28 2021,Yakima,WA,Truck,0,0,0,61142,61142,0.00
June 30 2023,Kern,CA,Passenger,1,1,2,177,179,1.12
December 31 2023,Honolulu,HI,Passenger,4,2,6,219,225,2.67
March 31 2021,Lee,FL,Passenger,1,0,1,42,43,2.33
September 30 2020,Gwinnett,GA,Passenger,1,0,1,70,71,1.41
February 28 2018,Clark,WA,Truck,0,0,0,78564,78564,0.00
August 31 2021,Yakima,WA,Passenger,248,163,411,168872,169283,0.24
April 30 2023,Hillsborough,FL,Passenger,1,2,3,102,105,2.86
August 31 2018,Dakota,MN,Passenger,0,2,2,36,38,5.26
March 31 2020,Sumter,FL,Passenger,0,1,1,9,10,10.00
July 31 2018,King,WA,Passenger,13477,5802,19279,1372249,1391528,1.39
May 31 2017,Lincoln,WA,Truck,0,0,0,4458,4458,0.00
May 31 2020,New London,CT,Passenger,1,2,3,244,247,1.21
September 30 2019,Nueces,TX,Passenger,1,1,2,90,92,2.17
March 31 2018,Manassas,VA,Passenger,0,1,1,8,9,11.11
January 31 2019,Carroll,NH,Passenger,0,1,1,1,2,50.00
December 31 2018,Denver,CO,Passenger,1,0,1,125,126,0.79
May 31 2020,Yakima,WA,Passenger,132,117,249,165002,165251,0.15
October 31 2018,Jefferson,WA,Passenger,163,101,264,24780,25044,1.05
September 30 2021,Boulder,CO,Passenger,1,1,2,47,49,4.08
October 31 2018,Grays Harbor,WA,Passenger,60,66,126,47269,47395,0.27
November 30 2020,Ferry,WA,Passenger,8,3,11,4347,4358,0.25
December 31 2021,Chesapeake,VA,Passenger,2,2,4,387,391,1.02
October 31 2021,Erie,NY,Passenger,1,0,1,33,34,2.94
August 31 2019,Flathead,MT,Passenger,1,0,1,71,72,1.39
February 28 2022,Kings,NY,Passenger,1,0,1,69,70,1.43
June 30 2021,Howard,IN,Passenger,0,1,1,5,6,16.67
May 31 2022,Columbia,WA,Passenger,7,0,7,2439,2446,0.29
June 30 2017,,,Passenger,3,0,3,453,456,0.66
July 31 2019,Placer,CA,Passenger,1,0,1,104,105,0.95
January 31 2019,Cook,IL,Passenger,1,0,1,250,251,0.40
August 31 2020,Spartanburg,SC,Passenger,0,1,1,50,51,1.96
June 30 2018,Carroll,NH,Passenger,0,1,1,1,2,50.00
August 31 2020,Kitsap,WA,Truck,0,0,0,54161,54161,0.00
October 31 2017,Stevens,WA,Passenger,9,22,31,31525,31556,0.10
January 31 2023,Columbia,OR,Passenger,1,0,1,13,14,7.14
July 31 2021,Grays Harbor,WA,Truck,0,0,0,21415,21415,0.00
March 31 2021,Collier,FL,Passenger,1,0,1,18,19,5.26
June 30 2019,Arlington,VA,Passenger,0,2,2,163,165,1.21
September 30 2023,Howard,MD,Passenger,0,2,2,47,49,4.08
July 31 2021,New York,NY,Passenger,1,0,1,42,43,2.33
January 31 2021,San Mateo,CA,Passenger,1,1,2,116,118,1.69
October 31 2022,Newport,RI,Passenger,0,1,1,63,64,1.56
April 30 2017,Whitman,WA,Truck,0,0,0,8380,8380,0.00
May 31 2019,Tulsa,OK,Passenger,1,1,2,47,49,4.08
February 28 2023,Pierce,WA,Passenger,6592,2581,9173,535774,544947,1.68
June 30 2019,Thurston,WA,Passenger,875,638,1513,197632,199145,0.76
October 31 2018,Grant,WA,Passenger,32,50,82,63916,63998,0.13
December 31 2023,San Juan,WA,Passenger,670,193,863,13244,14107,6.12
July 31 2021,Kern,CA,Passenger,0,1,1,214,215,0.47
March 31 2020,Guadalupe,TX,Passenger,1,0,1,68,69,1.45
March 31 2021,Maui,HI,Passenger,2,0,2,28,30,6.67
August 31 2023,Orange,FL,Passenger,1,0,1,50,51,1.96
May 31 2023,James City,VA,Passenger,1,0,1,39,40,2.50
May 31 2020,Oldham,KY,Passenger,0,1,1,4,5,20.00
April 30 2023,Harnett,NC,Passenger,4,0,4,135,139,2.88
July 31 2019,Boone,MO,Passenger,0,1,1,10,11,9.09
May 31 2020,Queens,NY,Passenger,1,0,1,52,53,1.89
April 30 2021,Rogers,OK,Passenger,1,0,1,4,5,20.00
March 31 2019,Benton,WA,Passenger,235,251,486,132973,133459,0.36
September 30 2022,Adams,WA,Passenger,22,10,32,12997,13029,0.25
September 30 2023,Hillsborough,FL,Passenger,1,2,3,82,85,3.53
June 30 2019,Jefferson,NY,Passenger,0,2,2,216,218,0.92
February 28 2018,Carroll,NH,Passenger,0,1,1,1,2,50.00
July 31 2019,Snohomish,WA,Passenger,3555,1616,5171,532658,537829,0.96
July 31 2021,Skamania,WA,Passenger,51,36,87,8401,8488,1.02
October 31 2019,Wahkiakum,WA,Passenger,4,3,7,3050,3057,0.23
March 31 2018,Madison,ID,Passenger,1,0,1,40,41,2.44
February 28 2018,,,Passenger,3,1,4,434,438,0.91
December 31 2019,Fresno,CA,Passenger,1,0,1,198,199,0.50
June 30 2020,Alexandria,VA,Passenger,1,0,1,136,137,0.73
December 31 2021,Albemarle,VA,Passenger,2,0,2,21,23,8.70
April 30 2018,Polk,FL,Passenger,1,0,1,64,65,1.54
May 31 2022,Galveston,TX,Passenger,0,1,1,19,20,5.00
July 31 2022,Harnett,NC,Passenger,2,0,2,152,154,1.30
January 31 2021,Pacific,WA,Truck,0,0,0,7801,7801,0.00
May 31 2019,Flathead,MT,Passenger,1,0,1,65,66,1.52
April 30 2022,Kittitas,WA,Passenger,236,78,314,29737,30051,1.04
January 31 2019,Island,WA,Passenger,288,230,518,63231,63749,0.81
July 31 2017,Chelan,WA,Passenger,68,35,103,52137,52240,0.20
February 28 2018,Alameda,CA,Passenger,0,1,1,361,362,0.28
June 30 2017,Kitsap,WA,Truck,1,0,1,52520,52521,0.00
February 28 2018,Gwinnett,GA,Passenger,0,1,1,81,82,1.22
February 28 2021,El Paso,CO,Passenger,2,1,3,703,706,0.42
April 30 2019,Moore,NC,Passenger,0,1,1,182,183,0.55
September 30 2022,Washington,OR,Passenger,1,0,1,304,305,0.33
June 30 2023,Dorchester,SC,Passenger,1,0,1,39,40,2.50
March 31 2017,Madison,ID,Passenger,1,0,1,44,45,2.22
July 31 2017,Sangamon,IL,Passenger,1,0,1,11,12,8.33
October 31 2023,Riverside,CA,Passenger,4,0,4,317,321,1.25
June 30 2017,Cobb,GA,Passenger,0,1,1,79,80,1.25
June 30 2020,Fairbanks North Star,AK,Passenger,0,1,1,97,98,1.02
November 30 2021,Sarasota,FL,Passenger,2,0,2,33,35,5.71
September 30 2023,Los Angeles,CA,Passenger,6,4,10,550,560,1.79
February 28 2023,Cook,IL,Passenger,3,0,3,167,170,1.76
February 28 2021,Prince George's,MD,Passenger,2,1,3,146,149,2.01
May 31 2017,Pend Oreille,WA,Truck,0,0,0,5563,5563,0.00
April 30 2022,Lincoln,OR,Passenger,0,1,1,30,31,3.23
June 30 2022,Collin,TX,Passenger,3,0,3,85,88,3.41
April 30 2023,Sonoma,CA,Passenger,3,1,4,66,70,5.71
July 31 2018,Franklin,MA,Passenger,0,1,1,1,2,50.00
January 31 2021,Skamania,WA,Passenger,34,23,57,8335,8392,0.68
December 31 2018,Chelan,WA,Passenger,140,61,201,54138,54339,0.37
March 31 2022,Maricopa,AZ,Passenger,7,4,11,1087,1098,1.00
February 28 2017,Lane,OR,Passenger,0,1,1,260,261,0.38
January 31 2023,Wake,NC,Passenger,1,0,1,82,83,1.20
February 28 2022,Clark,NV,Passenger,7,2,9,570,579,1.55
September 30 2019,Montgomery,TX,Passenger,1,0,1,62,63,1.59
March 31 2021,Tulsa,OK,Passenger,1,0,1,44,45,2.22
July 31 2019,Owyhee,ID,Passenger,1,0,1,5,6,16.67
November 30 2023,Ferry,WA,Passenger,22,4,26,4186,4212,0.62
November 30 2018,Nueces,TX,Passenger,1,1,2,93,95,2.11
May 31 2018,Mason,WA,Truck,0,0,0,19870,19870,0.00
December 31 2018,Hawaii,HI,Passenger,1,0,1,64,65,1.54
January 31 2023,Orange,FL,Passenger,1,0,1,68,69,1.45
November 30 2021,King,WA,Passenger,34706,10085,44791,1362272,1407063,3.18
December 31 2020,Ferry,WA,Passenger,9,3,12,4361,4373,0.27
October 31 2017,Klickitat,WA,Truck,0,0,0,7997,7997,0.00
July 31 2021,Orange,NC,Passenger,0,1,1,12,13,7.69
May 31 2022,King,WA,Passenger,40000,11046,51046,1348065,1399111,3.65
October 31 2022,Fort Bend,TX,Passenger,1,0,1,22,23,4.35
June 30 2023,Douglas,NE,Passenger,1,1,2,26,28,7.14
October 31 2021,Pacific,WA,Passenger,49,59,108,16103,16211,0.67
August 31 2023,Jefferson,WA,Passenger,595,265,860,24167,25027,3.44
July 31 2018,Skamania,WA,Passenger,13,9,22,8635,8657,0.25
September 30 2018,District of Columbia,DC,Passenger,0,3,3,195,198,1.52
June 30 2022,Moore,NC,Passenger,0,1,1,116,117,0.85
December 31 2023,San Bernardino,CA,Passenger,1,1,2,225,227,0.88
October 31 2023,Sarasota,FL,Passenger,1,0,1,13,14,7.14
January 31 2017,Douglas,WA,Passenger,29,19,48,26577,26625,0.18
January 31 2020,Fulton,GA,Passenger,1,2,3,105,108,2.78
November 30 2023,Jefferson,WA,Truck,15,0,15,9143,9158,0.16
September 30 2020,Penobscot,ME,Passenger,0,1,1,13,14,7.14
August 31 2021,Clallam,WA,Passenger,350,220,570,50499,51069,1.12
December 31 2020,Skamania,WA,Passenger,33,22,55,8348,8403,0.65
January 31 2018,Benton,WA,Truck,0,0,0,40710,40710,0.00
July 31 2018,Lee,AL,Passenger,1,0,1,37,38,2.63
April 30 2021,Collin,TX,Passenger,2,1,3,120,123,2.44
January 31 2023,Anchorage,AK,Passenger,1,0,1,116,117,0.85
July 31 2017,Lewis,WA,Passenger,52,36,88,55557,55645,0.16
December 31 2022,Eagle,CO,Passenger,1,0,1,9,10,10.00
March 31 2022,Saratoga,NY,Passenger,1,0,1,44,45,2.22
April 30 2022,Suffolk,MA,Passenger,0,1,1,25,26,3.85
August 31 2023,Plaquemines,LA,Passenger,1,1,2,15,17,11.76
December 31 2020,King,WA,Passenger,26910,8170,35080,1369676,1404756,2.50
December 31 2017,Pierce,WA,Truck,0,0,0,137015,137015,0.00
February 28 2023,Sheridan,WY,Passenger,1,0,1,6,7,14.29
May 31 2018,King,WA,Truck,7,1,8,183128,183136,0.00
August 31 2023,Thurston,WA,Truck,70,0,70,53733,53803,0.13
December 31 2021,Stevens,WA,Passenger,55,44,99,30270,30369,0.33
May 31 2022,Garfield,WA,Passenger,0,3,3,1324,1327,0.23
April 30 2019,Wayne,MI,Passenger,0,1,1,72,73,1.37
October 31 2021,Clark,WA,Passenger,3253,1512,4765,320937,325702,1.46
June 30 2021,Pend Oreille,WA,Passenger,14,7,21,9266,9287,0.23
September 30 2020,Douglas,NE,Passenger,0,1,1,51,52,1.92
August 31 2017,Shelby,TN,Passenger,0,1,1,106,107,0.93
April 30 2023,Norfolk,VA,Passenger,3,2,5,277,282,1.77
July 31 2023,Sacramento,CA,Passenger,4,0,4,146,150,2.67
April 30 2021,Klamath,OR,Passenger,1,0,1,34,35,2.86
January 31 2023,Solano,CA,Passenger,4,0,4,150,154,2.60
September 30 2018,Manassas,VA,Passenger,0,1,1,9,10,10.00
August 31 2020,Spokane,WA,Passenger,780,504,1284,317398,318682,0.40
February 28 2019,Fulton,GA,Passenger,1,2,3,108,111,2.70
September 30 2019,Prince William,VA,Passenger,1,3,4,244,248,1.61
January 31 2021,Alameda,CA,Passenger,4,0,4,270,274,1.46
November 30 2023,Pierce,WA,Passenger,9077,3096,12173,516381,528554,2.30
September 30 2023,Chelan,WA,Truck,34,0,34,23056,23090,0.15
June 30 2020,Garfield,WA,Truck,0,0,0,972,972,0.00
September 30 2021,Kittitas,WA,Passenger,180,72,252,29860,30112,0.84
July 31 2022,Ferry,WA,Passenger,21,4,25,4378,4403,0.57
June 30 2021,Palm Beach,FL,Passenger,0,1,1,71,72,1.39
September 30 2020,Fulton,GA,Passenger,1,2,3,93,96,3.12
March 31 2017,Hamilton,IN,Passenger,1,0,1,64,65,1.54
May 31 2022,Maricopa,AZ,Passenger,7,4,11,1036,1047,1.05
December 31 2022,Fairfax,VA,Passenger,6,3,9,607,616,1.46
April 30 2019,Skamania,WA,Truck,0,0,0,4038,4038,0.00
December 31 2018,Fulton,GA,Passenger,1,2,3,108,111,2.70
January 31 2023,Berkeley,SC,Passenger,0,1,1,111,112,0.89
August 31 2017,Lee,AL,Passenger,1,0,1,36,37,2.70
February 28 2021,Marion,IA,Passenger,1,0,1,1,2,50.00
November 30 2018,Whatcom,WA,Passenger,730,355,1085,149107,150192,0.72
December 31 2017,Kittitas,WA,Passenger,35,26,61,28447,28508,0.21
February 28 2022,Clallam,WA,Passenger,393,243,636,50126,50762,1.25
April 30 2018,Monterey,CA,Passenger,0,1,1,188,189,0.53
April 30 2022,Plaquemines,LA,Passenger,1,1,2,17,19,10.53
June 30 2018,Lincoln,WA,Truck,0,0,0,4557,4557,0.00
April 30 2019,San Juan,PR,Passenger,0,1,1,3,4,25.00
June 30 2021,,,Passenger,4,2,6,337,343,1.75
November 30 2019,Shasta,CA,Passenger,1,0,1,41,42,2.38
June 30 2018,Camden,NJ,Passenger,0,1,1,33,34,2.94
July 31 2023,Clark,WA,Truck,102,0,102,81239,81341,0.13
September 30 2019,King,WA,Truck,6,1,7,182374,182381,0.00
April 30 2018,Garfield,WA,Truck,0,0,0,949,949,0.00
October 31 2022,Lincoln,WA,Passenger,12,17,29,7729,7758,0.37
November 30 2022,Jefferson,NY,Passenger,1,1,2,200,202,0.99
August 31 2023,Vernon,LA,Passenger,1,0,1,71,72,1.39
December 31 2021,Douglas,CO,Passenger,0,1,1,85,86,1.16
December 31 2023,Cowlitz,WA,Truck,13,0,13,26931,26944,0.05
March 31 2017,DeKalb,GA,Passenger,1,0,1,85,86,1.16
July 31 2021,Wilson,TX,Passenger,0,1,1,4,5,20.00
February 28 2022,Mason,WA,Truck,0,0,0,21170,21170,0.00
September 30 2018,Guadalupe,TX,Passenger,1,0,1,85,86,1.16
August 31 2022,Palm Beach,FL,Passenger,0,1,1,49,50,2.00
September 30 2021,,,Passenger,4,2,6,323,329,1.82
October 31 2023,Gwinnett,GA,Passenger,1,0,1,33,34,2.94
June 30 2018,Eagle,CO,Passenger,1,0,1,6,7,14.29
June 30 2019,Ramsey,MN,Passenger,1,0,1,45,46,2.17
September 30 2017,Adams,WA,Passenger,3,3,6,12261,12267,0.05
June 30 2023,Orange,FL,Passenger,1,0,1,56,57,1.75
September 30 2022,Galveston,TX,Passenger,0,1,1,18,19,5.26
May 31 2021,Hampshire,MA,Passenger,1,0,1,8,9,11.11
January 31 2017,Oklahoma,OK,Passenger,0,1,1,214,215,0.47
April 30 2021,Douglas,WA,Truck,0,0,0,12621,12621,0.00
June 30 2023,Island,WA,Passenger,1078,441,1519,61098,62617,2.43
January 31 2017,Pend Oreille,WA,Truck,0,0,0,5593,5593,0.00
June 30 2021,Charleston,SC,Passenger,1,1,2,92,94,2.13
November 30 2019,Wilson,TX,Passenger,0,1,1,9,10,10.00
April 30 2019,Benton,WA,Passenger,247,263,510,133283,133793,0.38
August 31 2021,Chelan,WA,Passenger,364,102,466,54707,55173,0.84
February 28 2017,Jefferson,NY,Passenger,1,1,2,255,257,0.78
February 28 2022,Cook,IL,Passenger,2,0,2,207,209,0.96
June 30 2019,Alexandria,VA,Passenger,1,0,1,142,143,0.70
January 31 2022,Palm Beach,FL,Passenger,0,1,1,53,54,1.85
August 31 2023,Fairfax,VA,Passenger,6,3,9,530,539,1.67
May 31 2019,Orange,CA,Passenger,6,1,7,549,556,1.26
August 31 2018,,,Passenger,3,2,5,428,433,1.15
February 28 2023,Honolulu,HI,Passenger,3,3,6,303,309,1.94
July 31 2020,Whitman,WA,Truck,0,0,0,8511,8511,0.00
March 31 2017,Yakima,WA,Passenger,36,50,86,159227,159313,0.05
June 30 2022,Ferry,WA,Passenger,19,4,23,4409,4432,0.52
July 31 2021,Mason,WA,Passenger,216,139,355,48079,48434,0.73
January 31 2021,Los Angeles,CA,Passenger,9,11,20,964,984,2.03
October 31 2021,Whatcom,WA,Truck,4,0,4,43756,43760,0.01
August 31 2018,Benton,WA,Truck,0,0,0,41230,41230,0.00
August 31 2020,,,Passenger,6,1,7,364,371,1.89
September 30 2022,St. Mary's,MD,Passenger,1,0,1,184,185,0.54
August 31 2018,Madison,ID,Passenger,1,0,1,37,38,2.63
April 30 2023,Oldham,KY,Passenger,0,1,1,4,5,20.00
January 31 2021,Grays Harbor,WA,Passenger,133,126,259,48764,49023,0.53
December 31 2021,Wahkiakum,WA,Passenger,17,10,27,3081,3108,0.87
July 31 2018,DeKalb,GA,Passenger,1,0,1,81,82,1.22
September 30 2018,Shelby,TN,Passenger,0,1,1,104,105,0.95
January 31 2020,Frederick,MD,Passenger,1,1,2,78,80,2.50
February 28 2021,Spokane,WA,Passenger,922,559,1481,321306,322787,0.46
August 31 2022,Ferry,WA,Truck,0,0,0,3584,3584,0.00
February 28 2017,Virginia Beach,VA,Passenger,2,1,3,650,653,0.46
July 31 2022,Harrison,MS,Passenger,1,0,1,43,44,2.27
January 31 2018,Mercer,NJ,Passenger,0,1,1,21,22,4.55
November 30 2020,Ulster,NY,Passenger,1,0,1,12,13,7.69
July 31 2017,Lee,AL,Passenger,1,0,1,36,37,2.70
November 30 2017,Thurston,WA,Passenger,457,380,837,189480,190317,0.44
November 30 2020,Thurston,WA,Truck,0,0,0,56270,56270,0.00
March 31 2017,El Paso,CO,Passenger,1,1,2,824,826,0.24
May 31 2021,Denver,CO,Passenger,1,0,1,111,112,0.89
June 30 2022,Onslow,NC,Passenger,0,1,1,168,169,0.59
January 31 2021,Yakima,WA,Passenger,179,129,308,167540,167848,0.18
December 31 2022,Harris,TX,Passenger,1,0,1,144,145,0.69
January 31 2022,Ventura,CA,Passenger,2,2,4,257,261,1.53
February 29 2020,Sedgwick,KS,Passenger,1,1,2,99,101,1.98
September 30 2017,Hawaii,HI,Passenger,1,0,1,79,80,1.25
October 31 2019,Walla Walla,WA,Truck,0,0,0,13669,13669,0.00
July 31 2021,Stevens,WA,Truck,0,0,0,18918,18918,0.00
March 31 2020,Brevard,FL,Passenger,0,1,1,90,91,1.10
March 31 2023,Collier,FL,Passenger,1,0,1,13,14,7.14
July 31 2019,Washtenaw,MI,Passenger,1,0,1,41,42,2.38
October 31 2020,Thurston,WA,Truck,0,0,0,56290,56290,0.00
March 31 2019,Deschutes,OR,Passenger,3,0,3,162,165,1.82
January 31 2023,Prince George's,MD,Passenger,3,1,4,119,123,3.25
October 31 2020,Middlesex,MA,Passenger,1,1,2,97,99,2.02
December 31 2023,San Juan,WA,Truck,24,0,24,5699,5723,0.42
November 30 2023,Whatcom,WA,Truck,80,0,80,41608,41688,0.19
September 30 2019,Volusia,FL,Passenger,0,1,1,41,42,2.38
December 31 2019,Fairfax,VA,Passenger,5,2,7,756,763,0.92
February 28 2023,Broward,FL,Passenger,1,0,1,71,72,1.39
February 28 2018,Arlington,VA,Passenger,1,2,3,175,178,1.69
December 31 2019,Owyhee,ID,Passenger,1,0,1,3,4,25.00
July 31 2019,Mason,WA,Passenger,127,126,253,47303,47556,0.53
March 31 2019,Travis,TX,Passenger,3,1,4,210,214,1.87
January 31 2023,St. Mary's,MD,Passenger,1,0,1,176,177,0.56
August 31 2019,Ventura,CA,Passenger,0,2,2,318,320,0.62
July 31 2020,Pacific,WA,Truck,0,0,0,7713,7713,0.00
October 31 2021,Multnomah,OR,Passenger,2,6,8,651,659,1.21
February 28 2023,Thurston,WA,Truck,49,0,49,54537,54586,0.09
November 30 2017,Snohomish,WA,Truck,1,0,1,121381,121382,0.00
February 28 2023,Hardin,KY,Passenger,1,0,1,56,57,1.75
August 31 2021,Suffolk,MA,Passenger,0,2,2,30,32,6.25
March 31 2018,Frederick,MD,Passenger,0,1,1,87,88,1.14
September 30 2023,Champaign,IL,Passenger,1,0,1,13,14,7.14
July 31 2019,Skamania,WA,Truck,0,0,0,4062,4062,0.00
November 30 2019,Pinal,AZ,Passenger,1,0,1,197,198,0.51
July 31 2019,Snohomish,WA,Truck,0,0,0,122609,122609,0.00
October 31 2018,Travis,TX,Passenger,1,0,1,200,201,0.50
September 30 2018,Suffolk,MA,Passenger,0,1,1,44,45,2.22
January 31 2021,Juneau,AK,Passenger,0,1,1,26,27,3.70
October 31 2018,Shasta,CA,Passenger,1,0,1,46,47,2.13
March 31 2022,Rock Island,IL,Passenger,0,1,1,12,13,7.69
April 30 2017,Lane,OR,Passenger,0,1,1,249,250,0.40
June 30 2019,Adams,WA,Truck,0,0,0,5126,5126,0.00
June 30 2018,Orleans,LA,Passenger,0,1,1,49,50,2.00
August 31 2023,Lane,OR,Passenger,0,2,2,62,64,3.12
April 30 2018,Frederick,MD,Passenger,0,1,1,86,87,1.15
November 30 2020,Montgomery,PA,Passenger,1,0,1,24,25,4.00
September 30 2023,Coryell,TX,Passenger,1,0,1,66,67,1.49
April 30 2022,Hudson,NJ,Passenger,2,0,2,39,41,4.88
October 31 2022,Sheridan,WY,Passenger,1,0,1,6,7,14.29
May 31 2019,St. Mary's,MD,Passenger,1,0,1,212,213,0.47
July 31 2020,King,WA,Truck,7,1,8,182932,182940,0.00
January 31 2020,Osceola,FL,Passenger,1,0,1,42,43,2.33
September 30 2018,Lake,CA,Passenger,0,1,1,10,11,9.09
August 31 2019,Grays Harbor,WA,Truck,0,0,0,20570,20570,0.00
October 31 2020,Benton,WA,Passenger,402,339,741,134646,135387,0.55
February 28 2019,Skamania,WA,Truck,0,0,0,3989,3989,0.00
June 30 2018,Pierce,WA,Truck,0,0,0,137816,137816,0.00
January 31 2021,Garfield,WA,Truck,0,0,0,1001,1001,0.00
April 30 2019,St. Clair,IL,Passenger,0,1,1,159,160,0.62
November 30 2017,Clark,WA,Passenger,840,558,1398,303169,304567,0.46
July 31 2023,Whitman,WA,Truck,5,0,5,8629,8634,0.06
June 30 2021,Duval,FL,Passenger,0,2,2,350,352,0.57
October 31 2022,Rockingham,NH,Passenger,1,0,1,14,15,6.67
August 31 2022,Sonoma,CA,Passenger,1,1,2,82,84,2.38
April 30 2020,Williams,ND,Passenger,0,1,1,13,14,7.14
November 30 2021,Larimer,CO,Passenger,1,0,1,49,50,2.00
November 30 2023,Maui,HI,Passenger,1,0,1,18,19,5.26
May 31 2017,Montgomery,MD,Passenger,1,0,1,307,308,0.32
August 31 2019,Jefferson,WA,Passenger,205,122,327,25069,25396,1.29
March 31 2018,Kittitas,WA,Truck,0,0,0,13986,13986,0.00
July 31 2020,San Francisco,CA,Passenger,2,1,3,97,100,3.00
December 31 2021,District of Columbia,DC,Passenger,5,0,5,189,194,2.58
February 28 2017,Spokane,WA,Truck,1,0,1,90234,90235,0.00
November 30 2018,Clallam,WA,Truck,0,0,0,21612,21612,0.00
February 28 2023,Richland,SC,Passenger,0,1,1,107,108,0.93
September 30 2022,Arlington,VA,Passenger,1,0,1,120,121,0.83
September 30 2020,Pacific,WA,Passenger,32,34,66,15710,15776,0.42
June 30 2018,Lewis,WA,Truck,0,0,0,25480,25480,0.00
February 28 2021,Cowlitz,WA,Passenger,194,130,324,71925,72249,0.45
January 31 2017,Maricopa,AZ,Passenger,3,1,4,2000,2004,0.20
July 31 2017,Kitsap,WA,Passenger,622,324,946,173380,174326,0.54
March 31 2018,Canyon,ID,Passenger,0,1,1,96,97,1.03
May 31 2022,Denton,TX,Passenger,1,0,1,64,65,1.54
September 30 2018,Washoe,NV,Passenger,1,0,1,116,117,0.85
October 31 2022,Rock Island,IL,Passenger,0,1,1,12,13,7.69
August 31 2022,Washington,MD,Passenger,2,0,2,15,17,11.76
June 30 2023,Maui,HI,Passenger,1,0,1,20,21,4.76
August 31 2019,Mason,WA,Passenger,130,127,257,47417,47674,0.54
August 31 2019,Wahkiakum,WA,Passenger,2,2,4,3027,3031,0.13
October 31 2023,Grays Harbor,WA,Truck,9,0,9,20647,20656,0.04
July 31 2017,Honolulu,HI,Passenger,3,2,5,581,586,0.85
